ID,URL,Notice Type,Publication Date,Project ID,Bid Description,Procurement Type,Deadline Date,Country Code,Country Name,Major Sector
61968,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061968'},Invitation for Bids,2018-11-26T00:00:00,P154807,Recrutement d'une entreprise pour la construction du            bâtiment administratif R+2 pour abriter le siège de l'UGP REDISSE et PASSP,Goods and Works,2019-01-04T00:00:00,,Western Africa,"Social Protection, Agricultural Extension, Research, and Other Support Activities, Health, Public Administration - Health"
61976,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061976'},Contract Award,2018-11-26T00:00:00,P113971,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MG,Madagascar,"Rural and Inter-Urban Roads, Agricultural markets, commercialization and agri-business, Other Public Administration, Other Water Supply, Sanitation and Waste Management, Trade"
61923,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061923'},Contract Award,2018-11-26T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i)Gudru Panchayat            in Block Gudru & (ii) Malpa Panchayat in Block Gudru,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
61942,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061942'},Contract Award,2018-11-26T00:00:00,P132500,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MM,Myanmar,"Health, Other Education, Other Water Supply, Sanitation and Waste Management, Irrigation and Drainage, Rural and Inter-Urban Roads"
61959,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061959'},Contract Award,2018-11-26T00:00:00,P158066,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,Sudan,"Other Water Supply, Sanitation and Waste Management, Sub-National Government, Social Protection, Other Agriculture, Fishing and Forestry"
61961,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061961'},Contract Award,2018-11-26T00:00:00,P151102,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,KG,Kyrgyz Republic,"Other Agriculture, Fishing and Forestry, Public Administration - Agriculture, Fishing & Forestry, Forestry"
61930,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061930'},Request for Expression of Interest,2018-11-26T00:00:00,P164813,Content Coordinator for LTP,Consultants,2018-12-10T00:00:00,LA,Lao People's Democratic Republic,"Trade, Other Industry, Trade and Services, Public Administration - Industry, Trade and Services"
61965,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061965'},Contract Award,2018-11-26T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i) Chatra Gobraura            South Panchayat in Block Khajauli & (ii) chandradih Maharajpur Panchayat in Block Khajauli,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
61966,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061966'},Request for Expression of Interest,2018-11-26T00:00:00,P132617,Audit financier exercices 2018 et 2019,Consultants,2018-11-06T00:00:00,TD,Chad,"Tertiary Education, Secondary Education, Public Administration - Education, Primary Education"
61969,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061969'},Contract Award,2018-11-26T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i)Lagma Panchyat            in Block Sonversa & (ii) Mahua Panchyat in Block Sonversa,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
61975,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061975'},Contract Award,2018-11-26T00:00:00,P113971,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MG,Madagascar,"Rural and Inter-Urban Roads, Agricultural markets, commercialization and agri-business, Other Public Administration, Other Water Supply, Sanitation and Waste Management, Trade"
61963,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061963'},Contract Award,2018-11-26T00:00:00,P155148,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,KG,Kyrgyz Republic,
61973,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061973'},Contract Award,2018-11-26T00:00:00,P159434,Cloisonnement et Aménagements des bureaux au profit des ITS VAGUE2,,,TD,Chad,"ICT Infrastructure, Central Government (Central Agencies)"
61945,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061945'},Contract Award,2018-11-26T00:00:00,P158066,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,Sudan,"Other Water Supply, Sanitation and Waste Management, Sub-National Government, Social Protection, Other Agriculture, Fishing and Forestry"
61946,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061946'},Contract Award,2018-11-26T00:00:00,P163857,PIU Office Rehabilitation,,,,Somalia,"Sub-National Government, Rural and Inter-Urban Roads, Social Protection"
61983,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061983'},Invitation for Bids,2018-11-26T00:00:00,P120014,"Design, Supply and Installation of 1175 kW AC(1410 kWp DC)            Solar Photovoltaic Plants with Associated PowerDistribution Network (Mini-Grid Projects)            in SelectedUn-electrified Locations",Goods and Works,2019-01-29T00:00:00,KE,Kenya,Energy Transmission and Distribution
61921,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061921'},Contract Award,2018-11-26T00:00:00,P158805,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MW,Malawi,"Agricultural markets, commercialization and agri-business, Irrigation and Drainage, Public Administration - Agriculture, Fishing & Forestry, Other Agriculture, Fishing and Forestry"
61928,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061928'},Contract Award,2018-11-26T00:00:00,P158805,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MW,Malawi,"Agricultural markets, commercialization and agri-business, Irrigation and Drainage, Public Administration - Agriculture, Fishing & Forestry, Other Agriculture, Fishing and Forestry"
61941,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061941'},Contract Award,2018-11-26T00:00:00,P152936,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MM,Myanmar,Energy Transmission and Distribution
61955,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061955'},Contract Award,2018-11-26T00:00:00,P090644,"Supply of office furniture, refrigerator, air conditioner and            interior décor & portraits plasma TV",,,NG,Nigeria,"Other Water Supply, Sanitation and Waste Management, Public Administration - Social Protection, Rural and Inter-Urban Roads, Primary Education, Social Protection"
61970,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061970'},Contract Award,2018-11-26T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i)Virshingpur            Panchayat in Block Kalyanpur,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
61972,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061972'},Contract Award,2018-11-26T00:00:00,P155947,"Contract for the Design, Development and Implementation of a            Utility Customer Management System",,,LR,Liberia,"Public Administration - Water, Sanitation and Waste Management, Water Supply"
61978,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061978'},Contract Award,2018-11-26T00:00:00,P163794,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MW,Malawi,"Sanitation, Water Supply"
61951,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061951'},Contract Award,2018-11-26T00:00:00,P162621,IT Equipment - Lot I,,,MZ,Mozambique,"ICT Infrastructure, Central Government (Central Agencies), ICT Services"
61956,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061956'},Contract Award,2018-11-26T00:00:00,P166274,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,AM,Armenia,
61960,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061960'},Contract Award,2018-11-26T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i)Sonamati            Panchayat in Block Babubarhi & (ii) Pucharukhi Panchayat in Block Babubarhi,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
61543,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061543'},Request for Expression of Interest,2018-11-26T00:00:00,P128605,Consultancy Services for Preparation of Medium-Term            Development Planning and Financing in Metropolitan Municipalities,Consultants,2018-12-03T00:00:00,TR,Turkey,"Other Energy and Extractives, Sub-National Government, Other Water Supply, Sanitation and Waste Management, Urban Transport"
61957,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061957'},Contract Award,2018-11-26T00:00:00,P155148,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,KG,Kyrgyz Republic,
61964,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061964'},Contract Award,2018-11-26T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i)Harpurbarheta            Panchayat in Block sarairanjan,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
61922,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061922'},Contract Award,2018-11-26T00:00:00,P124614,Implementation of Natural Resource Management activities in            Micro Watershed No. 3 of Macro Watershed No. 10 in Kushalgarh Cluster District Banswara            for F.Y. 2018-19,,,IN,India,"Livestock, Agricultural markets, commercialization and agri-business, Irrigation and Drainage, Agricultural Extension, Research, and Other Support Activities"
61953,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061953'},Contract Award,2018-11-26T00:00:00,P162621,IT Equipment - Lot III,,,MZ,Mozambique,"ICT Infrastructure, Central Government (Central Agencies), ICT Services"
61926,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061926'},Contract Award,2018-11-26T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i)Chhatwan            Panchayat in Block Bodhgaya & (ii) Paluhar Panchayat inBlock Tekari,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
61980,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061980'},Contract Award,2018-11-26T00:00:00,P163794,Preparation of a Sanitation and Drainage Improvement Strategy            and Masterplan for the City of Lilongwe,,,MW,Malawi,"Sanitation, Water Supply"
61981,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061981'},General Procurement Notice,2018-11-26T00:00:00,P162580,,,,,Western Africa,
61079,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061079'},Request for Expression of Interest,2018-11-26T00:00:00,P164953,ACV2 Recrutement Agence de contractualisation et de vérification,Consultants,2018-12-21T00:00:00,CF,Central African Republic,
60918,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00060918'},Invitation for Bids,2018-11-26T00:00:00,P160377,Réhabilitation et renforcement des postes sources et des            réseaux MT/BT,Goods and Works,2019-01-07T00:00:00,TG,Togo,
61918,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061918'},Contract Award,2018-11-26T00:00:00,P155541,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,Timor-Leste,"Public Administration - Agriculture, Fishing & Forestry, Agricultural markets, commercialization and agri-business, Crops, Livestock"
61917,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061917'},Contract Award,2018-11-26T00:00:00,P155541,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,Timor-Leste,"Public Administration - Agriculture, Fishing & Forestry, Agricultural markets, commercialization and agri-business, Crops, Livestock"
61916,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061916'},Contract Award,2018-11-26T00:00:00,P132621,"24 km asphalt pavement rehabilitation using cold pavement recycling(G357,S311Hongheï¼/",,,CN,China,"Public Administration - Transportation, Rural and Inter-Urban Roads"
61816,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061816'},Contract Award,2018-11-22T00:00:00,P110693,"External Audit for the last years of project, period 2017-2020",,,VN,Vietnam,"Public Administration - Education, Tertiary Education"
61822,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061822'},Contract Award,2018-11-22T00:00:00,P160848,Travaux d'impression de 1000 Brochures PNAN III (lot 1),,,MG,Madagascar,
61824,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061824'},Contract Award,2018-11-22T00:00:00,P160848,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MG,Madagascar,
61839,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061839'},Contract Award,2018-11-22T00:00:00,P160848,AUDIT DES COMPTES DU FONDS DE PREPARATION DU PROJET N°P160848,,,MG,Madagascar,
61790,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061790'},Contract Award,2018-11-22T00:00:00,P150929,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,BI,Burundi,"Public Administration - Water, Sanitation and Waste Management, Sanitation, Other Public Administration, Other Water Supply, Sanitation and Waste Management, Rural and Inter-Urban Roads"
61853,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061853'},Request for Expression of Interest,2018-11-22T00:00:00,P151819,Review and Develop Vehicle Competency Assurance System and            National Automotive Policy,Consultants,2018-12-27T00:00:00,ET,Ethiopia,"Public Administration - Transportation, Urban Transport"
61823,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061823'},Invitation for Bids,2018-11-22T00:00:00,P122826,TRAVAUX DE CONSTRUCTION DE 20 000 M3 SUPPLEMENTAIRES,Goods and Works,2018-11-30T00:00:00,ML,Mali,"Public Administration - Water, Sanitation and Waste Management, Water Supply"
61854,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061854'},Contract Award,2018-11-22T00:00:00,P144637,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,CM,Cameroon,"Sub-National Government, Social Protection"
61782,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061782'},Request for Expression of Interest,2018-11-22T00:00:00,P132123,Audit financier externe,Consultants,2018-12-07T00:00:00,,Africa,"Public Administration - Agriculture, Fishing & Forestry, Fisheries"
61817,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061817'},Request for Expression of Interest,2018-11-22T00:00:00,P150080,Recrutement d'un Cabinet international pour le suivi de            l'opérationnalisation du LNQC ( Comp 2.1 DGPL),Consultants,2018-12-07T00:00:00,,Western Africa,"Health, Secondary Education, Sub-National Government, Central Government (Central Agencies)"
61827,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061827'},Contract Award,2018-11-22T00:00:00,P161590,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,"Congo, Republic of",
61818,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061818'},Contract Award,2018-11-22T00:00:00,P160848,"Acquisition de divers matériels informatiques, bureautiques et            de communication : ordinateurs, photocopieuses, vidéoprojecteur et tablettes",,,MG,Madagascar,
61857,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061857'},Contract Award,2018-11-22T00:00:00,P144637,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,CM,Cameroon,"Sub-National Government, Social Protection"
61862,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061862'},Invitation for Bids,2018-11-22T00:00:00,P157136,Renovación Suscripción de Licencias Alterix Desktop y Alterix            Server por 12 meses,Goods and Works,2018-12-03T00:00:00,AR,Argentina,
61767,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061767'},Contract Award,2018-11-22T00:00:00,P111153,Mtwara Package 5: Additional Works - Upgrading/Rehabilitation            of Roads and Construction of Storm Water Drainage and Improvement of Parks,,,,Tanzania,"Other Transportation, Other Water Supply, Sanitation and Waste Management, Waste Management, Sub-National Government, Urban Transport"
61775,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061775'},Contract Award,2018-11-22T00:00:00,P124720,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,ZR,"Congo, Democratic Republic of","Agricultural markets, commercialization and agri-business, Rural and Inter-Urban Roads, ICT Infrastructure, Other Public Administration, Other Agriculture, Fishing and Forestry"
